gisaid_epi_isl,date,segment,originating_lab,submitting_lab,authors,url,date_submitted
EPI_ISL_422894,2020-03-10,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422895,2020-03-25,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422896,2020-03-29,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_413579,2020-03-03,genome,MHC Haaglanden,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-07
EPI_ISL_413580,2020-03-02,genome,MHC Hart voor Brabant,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-07
EPI_ISL_413581,2020-02-29,genome,RIVM,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-07
EPI_ISL_414434,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414460,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_413582,2020-03-01,genome,ErasmusMC,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-07
EPI_ISL_413583,2020-03-02,genome,MHC Rotterdam-Rijnmond,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-07
EPI_ISL_413584,2020-03-03,genome,unknown,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-07
EPI_ISL_413586,2020-02-27,genome,Foundation Elisabeth-Tweesteden Ziekenhuis,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-07
EPI_ISL_413587,2020-03-03,genome,Foundation Elisabeth-Tweesteden Ziekenhuis,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-07
EPI_ISL_414435,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414442,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414443,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414462,2020-03-04,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414463,2020-03-04,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_413588,2020-03-01,genome,MHC Utrecht,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-07
EPI_ISL_413589,2020-03-01,genome,MHC Utrecht,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-07
EPI_ISL_413590,2020-03-02,genome,MHC Utrecht,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-07
EPI_ISL_414464,2020-03-04,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414554,2020-03-08,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-13
EPI_ISL_414555,2020-03-08,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-13
EPI_ISL_415526,2020-03-10,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-17
EPI_ISL_415527,2020-03-12,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-17
EPI_ISL_415528,2020-03-12,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-17
EPI_ISL_414436,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_422897,2020-03-11,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422898,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422899,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_414437,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414438,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414439,2020-03-02,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414461,2020-03-04,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414440,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414441,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_413591,2020-03-02,genome,MHC Flevoland,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-07
EPI_ISL_414444,2020-03-02,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414446,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_422628,2020-03-31,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422629,2020-03-31,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422901,2020-03-18,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422902,2020-03-27,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422903,2020-03-29,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_414469,2020-03-04,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414470,2020-03-06,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414471,2020-03-05,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_414557,2020-03-08,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-13
EPI_ISL_414558,2020-03-06,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-13
EPI_ISL_414559,2020-03-07,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-13
EPI_ISL_414560,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-13
EPI_ISL_414561,2020-03-05,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-13
EPI_ISL_414556,2020-03-06,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-13
EPI_ISL_414562,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-13
EPI_ISL_414563,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-13
EPI_ISL_414564,2020-03-08,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-13
EPI_ISL_414565,2020-03-09,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-13
EPI_ISL_414566,2020-03-06,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-13
EPI_ISL_415529,2020-03-09,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-17
EPI_ISL_415530,2020-03-09,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-17
EPI_ISL_415531,2020-03-09,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-17
EPI_ISL_415532,2020-03-09,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-17
EPI_ISL_415533,2020-03-09,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-17
EPI_ISL_415534,2020-03-11,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-17
EPI_ISL_415535,2020-03-12,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-17
EPI_ISL_422904,2020-03-09,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422905,2020-03-13,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422906,2020-03-16,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422907,2020-03-17,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422908,2020-03-17,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422909,2020-03-17,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422910,2020-03-17,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422911,2020-03-17,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422912,2020-03-17,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422913,2020-03-18,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422914,2020-03-19,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422915,2020-03-19,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422916,2020-03-19,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422917,2020-03-19,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422918,2020-03-19,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422919,2020-03-19,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_414465,2020-03-04,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_422920,2020-03-19,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422921,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422922,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422923,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422924,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422925,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422926,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422927,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_414466,2020-03-04,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_422928,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422929,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422930,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422931,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422932,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422933,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422934,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422935,2020-03-23,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422936,2020-03-24,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422937,2020-03-24,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_414467,2020-03-05,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_422938,2020-03-24,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422939,2020-03-24,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422940,2020-03-24,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422941,2020-03-24,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422942,2020-03-26,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422943,2020-03-26,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422944,2020-03-26,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422945,2020-03-26,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422946,2020-03-26,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422947,2020-03-26,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_414468,2020-03-06,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_422948,2020-03-27,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422949,2020-03-27,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422950,2020-03-27,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422951,2020-03-27,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422952,2020-03-27,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422953,2020-03-27,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422954,2020-03-27,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422955,2020-03-27,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422956,2020-03-27,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_414445,2020-03-03,genome,Dutch COVID-19 response team,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-12
EPI_ISL_422957,2020-03-29,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422958,2020-03-29,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422959,2020-03-29,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422960,2020-03-29,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422630,2020-03-31,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422631,2020-03-31,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422632,2020-03-30,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422633,2020-03-31,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422634,2020-03-31,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_422635,2020-03-31,genome,Dutch COVID-19 response team,Erasmus Medical Center,Bas Oude Munnink et al,https://www.gisaid.org,2020-04-11
EPI_ISL_413575,2020-02-29,genome,RIVM,Erasmus Medical Center,Nieuwenhuijse et al,https://www.gisaid.org,2020-03-07
EPI_ISL_413490,2020-02-27,genome,Auckland Hospital,Institute of Environmental Science and Research (ESR),Storey et al,https://www.gisaid.org,2020-03-05
EPI_ISL_416519,2020-03-02,genome,Auckland Hospital,Institute of Environmental Science and Research (ESR),Storey et al,https://www.gisaid.org,2020-03-22
EPI_ISL_416520,2020-03-04,genome,Auckland Hospital,Institute of Environmental Science and Research (ESR),Storey et al,https://www.gisaid.org,2020-03-22
EPI_ISL_416526,2020-03-05,genome,Auckland Hospital,Institute of Environmental Science and Research (ESR),Storey et al,https://www.gisaid.org,2020-03-22
EPI_ISL_416538,2020-03-15,genome,Wellington Hospital,Institute of Environmental Science and Research (ESR),Wellington SCL et al,https://www.gisaid.org,2020-03-23
EPI_ISL_416539,2020-03-15,genome,Wellington Hospital,Institute of Environmental Science and Research (ESR),Storey et al,https://www.gisaid.org,2020-03-23
EPI_ISL_417211,2020-03-11,genome,Dunedin Hospital,University of Otago,M.E. Quinones-Mateu et al,https://www.gisaid.org,2020-03-25
EPI_ISL_417212,2020-03-11,genome,Dunedin Hospital,University of Otago,M.E. Quinones-Mateu et al,https://www.gisaid.org,2020-03-25
EPI_ISL_413550,2020-02-27,genome,"Centre for Human and Zoonotic Virology (CHAZVY), College of Medicine University of Lagos/Lagos University Teaching Hospital (LUTH), part of the Laboratory Network of the Nigeria Centre for Disease Control (NCDC)","African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria",Oluniyi et al,https://www.gisaid.org,2020-03-06
EPI_ISL_414949,2020-02-26,genome,"Regional Virus Laboratory, Belfast",Public Health Wales Microbiology Cardiff,Curran et al,https://www.gisaid.org,2020-03-16
EPI_ISL_417483,2020-02-27,genome,"Oslo University Hospital, Department of Medical Microbiology",Norwegian Institute of Public Health,Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-03-26
EPI_ISL_417484,2020-02-26,genome,"Oslo University Hospital, Department of Medical Microbiology","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-03-26
EPI_ISL_417490,2020-02-27,genome,"Oslo University Hospital, Department of Medical Microbiology","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-03-26
EPI_ISL_420135,2020-02-28,genome,"Oslo University Hospital, Department of Medical Microbiology","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_417488,2020-02-29,genome,"Oslo University Hospital, Department of Medical Microbiology","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-03-26
EPI_ISL_417489,2020-02-29,genome,"Oslo University Hospital, Department of Medical Microbiology","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-03-26
EPI_ISL_420134,2020-02-28,genome,"Akershus University Hospital, Department for Microbiology and Infectious Disease Control","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_417485,2020-03-02,genome,"University Hospital of Northern Norway, Department for Microbiology and Infectious Disease Control","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-03-26
EPI_ISL_417486,2020-03-01,genome,"Hospital of Southern Norway - Kristiansand, Department of Medical Microbiology","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-03-26
EPI_ISL_417487,2020-03-01,genome,"Hospital of Southern Norway - Kristiansand, Department of Medical Microbiology","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-03-26
EPI_ISL_420136,2020-03-04,genome,"Akershus University Hospital, Department for Microbiology and Infectious Disease Control","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420137,2020-03-08,genome,"Vestfold Hospital, Tonsberg Department of Microbiology","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420138,2020-03-05,genome,"University Hospital of Northern Norway, Department for Microbiology and Infectious Disease Control","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420139,2020-03-05,genome,"Akershus University Hospital, Department for Microbiology and Infectious Disease Control","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420141,2020-03-10,genome,Furst Medical Laboratory,"Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420143,2020-03-10,genome,Unilabs Laboratory Medicine,"Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420145,2020-03-09,genome,Forde Hospital Department of Microbiology,"Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420313,2020-03-10,genome,Furst Medical Laboratory,"Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-06
EPI_ISL_420146,2020-03-11,genome,Furst Medical Laboratory,"Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420147,2020-03-10,genome,"Hospital of Southern Norway - Kristiansand, Department of Medical Microbiology","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420148,2020-03-14,genome,Ostfold Hospital Trust -Kalnes Centre for Laboratory Medicine Section for gene technology and infection serology,"Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420149,2020-03-09,genome,"Stavanger University Hospital, Department of Medical Microbiology","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420150,2020-03-09,genome,"Oslo University Hospital, Department of Medical Microbiology","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420151,2020-03-17,genome,"Nordland Hospital - Bodo, Laboratory Department, Molecular Biology Unit","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420152,2020-03-17,genome,"University Hospital of Northern Norway, Department for Microbiology and Infectious Disease Control","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420153,2020-03-16,genome,"University Hospital of Northern Norway, Department for Microbiology and Infectious Disease Control","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420310,2020-03-16,genome,"University Hospital of Northern Norway, Department for Microbiology and Infectious Disease Control","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-06
EPI_ISL_420311,2020-03-18,genome,"Akershus University Hospital, Department for Microbiology and Infectious Disease Control","Norwegian Institute of Public Health, Department of Virology",Kathrine Stene-Johansen et al,https://www.gisaid.org,2020-04-06
